,overview,Action,Romance,Science Fiction,Thriller,War,Western
350,young gallerist love two sister time order solve problem decide invent twinbrother,0.0,1.0,1.0,0.0,0.0,0.0
351,prison guard fall love inmate want let escape,0.0,0.0,0.0,0.0,1.0,0.0
352,nightclub manager perpetual playboy devote job pursuit beautiful woman set sight ultraclassy launch allout assault win heart charm lust passion prevail learn hard way play hard get rid get realize rival vying affection decide call quit become obsessed femme fatale stalk new love life,1.0,1.0,0.0,0.0,0.0,0.0
353,group idealistic frustrate liberal succumb temptation murder rightwing pundit political belief,0.0,1.0,1.0,0.0,0.0,0.0
354,arrogant highpowered attorney take case poor altar boy find run scene murder bishop take case get lot complex accuse reveals may may rd person room intensity build surprise twist alters everyones perception crime,0.0,0.0,1.0,1.0,0.0,0.0
355,base book farmer yearold life family farm die teach two room schoolhouse lover best friend widow lack college degree learn lose teach job end year school district expand town seduce yearold catherine new student class affair lose teach job force take look dull life decide want live rest,0.0,1.0,0.0,0.0,1.0,0.0
356,return earth find along way meet young boy name run home,0.0,0.0,0.0,0.0,0.0,1.0
357,movie narrate story unemployed worker member communist fight republican side spanish antifascist coalition liberal communist anarchist experience document homage catalonia join poum worker militia witness hand betrayal spanish revolution stalinist loyal dictat moscow,1.0,0.0,0.0,0.0,1.0,1.0
358,alternate futuristic society tough female police detective pair talk dinosaur find killer dinosaur prehistoric animal lead mad scientist bent create new armageddon,0.0,1.0,1.0,1.0,0.0,0.0
359,person narrative gay serial killer explores violence sexuality imagination,0.0,0.0,1.0,0.0,0.0,0.0
360,land foot land foot marry beautiful land foot buy luxurious new home go labour take tumble stair land head come around discover proud father baby girl deficient spouse department tune,0.0,0.0,0.0,0.0,1.0,1.0
361,wife mistress cruel school master collaborate plan execute attempt murder plan go dump disappears strain start tell two woman retired police investigator look disappearance whim begin think know tell mental state help victim see alive one pupil,0.0,0.0,1.0,0.0,0.0,0.0
362,troubled find drawn author childrens book suffer enormous emotional creative blockage since wife die motorcycle accident two year daughter keep company romance bloom daughter approves carry heavy emotional baggage stem incest suffer hand father,1.0,0.0,0.0,0.0,0.0,0.0
363,leave lazy unemployed husband work retired judge mr arnaud forty year senior offer clear bill type memoir two develop close friendship becomes jealous begin date goodlooking young publisher,0.0,0.0,1.0,1.0,0.0,0.0
364,u officer make friendly fire mistake cover reassign desk job task investigate female chopper commander worthiness award medal honor seem order begin inconsistency testimony witness,0.0,0.0,0.0,0.0,0.0,0.0
365,leader crack espionage team whose perilous operation go awry explanation discovers mole penetrate cia surprise learn suspect clear name hunt ferret real double agent process score,0.0,0.0,0.0,1.0,0.0,1.0
366,daughter thief young moll place care nunnery execution mother action abusive priest lead rebel teenager escape dangerous street london misfortune drive accept job prostitute connive mrs allworthy meet work allworthys servant take special interest young woman wellbeing help retain hope future fall love unconventional artist promise possibility romantic happiness,1.0,1.0,0.0,0.0,0.0,1.0
367,two obsessivecompulsive chef anorexic writer neighbor apartment building chef try entice fabulous meal writer refuse eat refusal begin turbulent relationship force woman delve past torment,1.0,0.0,0.0,0.0,0.0,0.0
368,eddie new limo driver fanatical follower new professional basketball team team struggle mediocre record midseason burgess new owner public relation gimmick stag honorary coach contest win fan love fire coach hire take bunch overpaid prima,0.0,0.0,1.0,0.0,0.0,0.0
369,talented mimic moocher forger allaround criminal improviser guess,0.0,0.0,0.0,1.0,0.0,0.0
370,set north long hot august weekend victorian calm household upset arrival london couple impose city way thought base family adaptation play,1.0,1.0,0.0,1.0,0.0,1.0
371,year old girl take charm young man show color beat friend walk go ballistic try break,0.0,0.0,0.0,1.0,1.0,0.0
372,black marketeers marko blacky manufacture sell weapon communist resistance wwii live good life along way surreal duplicity propels rank communist abandon steal girlfriend lengthy stay belowground shelter couple reemerges yugoslavian civil war realizes situation ripe exploitation,0.0,0.0,0.0,1.0,1.0,1.0
373,film set whole europe embroil wwii deal attraction year old boy stig teacher whole movie revolve around sexual encounter stig grow,0.0,0.0,0.0,1.0,1.0,1.0
374,thief get catch steal ancient katana east find imprison beat crowd one guard feel upset appearance torture get opportunity find friend mentor jailhouse teach superior fighting style call best kumite take place get invitation need find way let take part kumite,0.0,1.0,0.0,1.0,1.0,0.0
375,mad evil scientist dr create evil little scheme bind give world global domination thing first plan torment robot send real stinker film watch call island convince movie drive insane ultimate cheese break boys spirit,1.0,1.0,0.0,0.0,0.0,1.0
376,future sexual woman task finding stop evil duranddurand along way encounter various unusual people,1.0,0.0,1.0,0.0,0.0,1.0
377,weekend fun become fight survival three american woman land mexican jail molest guard attempt escape help fellow prisoner,0.0,0.0,0.0,1.0,1.0,1.0
378,alien come earth spawn deep beneath ocean begin terrorize florida beach community ichthyologist young filmmaker team monster deep strike,0.0,0.0,0.0,0.0,0.0,1.0
379,year commit double murder go release institution insane local reporter come talk listen horror life lead crime short film inspire fulllength sling,0.0,0.0,1.0,0.0,0.0,1.0
380,irish lad flee oppressive widow father fall girl victoria affluent family,0.0,0.0,0.0,0.0,1.0,0.0
381,american privateeye arrive alphaville futuristic city another planet rule evil scientist name outlaw love selfexpression,1.0,1.0,0.0,0.0,0.0,1.0
382,shire subject perverse obsession lesbian neighbor lust hire rapist order get audio tape moaning turn pepping tom watch telescope begin affair,1.0,0.0,1.0,0.0,0.0,0.0
383,adaptation chekhov set rural australia run family farm support brotherinlaw brilliant literary critic london action begin return beautiful young wife reveal arrogant failure want sell farm blakemore introduces theme australia separation england pacifist ecological philosophy espouse local,0.0,1.0,0.0,0.0,1.0,1.0
384,five green beret station vietnam undertake mission lifetime transport pound elephant mile rough jungle terrain high jinks prevail promise montagnard villager dak replace prize elephant time important ritual capt tc mission become jumbosized headache,1.0,0.0,0.0,0.0,0.0,1.0
385,eastberlin erection wall three friend plan daring escape western attempt successful except remain behind next year attempt meet spite iron become reputed astrophysicist try take advantage scientific congress outside arrange encounter country political police stasi monitor move suspicious people sister husband preserve one privacy ideal selfrespect becomes exhaust eastern block begin process disintegration,0.0,1.0,1.0,0.0,1.0,1.0
386,doyle eighteen pregnant boyfriend kick accidentaly end train meet wife pregnant train wreck wake hosptial find assume mother take fall love brother think everything go way exboyfriend show,0.0,0.0,0.0,0.0,0.0,0.0
387,android fightingmachine charge destroy small brigade rebel latin american war fight maintain freedom protect village contrary programming decide stay assist rebel plight gain information creator develop powerful android try defeat,0.0,0.0,0.0,0.0,0.0,1.0
388,job cia exmarine visit high school love teacher columbus high school miami arriving knee cap break jogging decide go undercover substitute high school find gang name destruction terrorize school,0.0,0.0,0.0,0.0,0.0,1.0
389,giordano bright intelligent student go catholic school addiction mystery detective magazine hence title movie inspire detective work start snoop around case murderer teenage girl get hot water mentor start team police cadet two work find murderer mary get solve murder danger put next victim,0.0,0.0,1.0,1.0,0.0,0.0
390,eunice walk along highway northern england one fill station another search woman say love bad luck woman cash desk eunice eccentric angry extreme dangerous one day meet hard hearing little ingenuous feel sympathy eunice take home impressed eunices fierceness follow search shock eunices cruelty try make good person loose ground,1.0,0.0,0.0,0.0,0.0,0.0
391,claytons vincent donofrio marriage exstripper freddie come strongarmed match red delroy club proprietor favor fall love jiaks brother pair try escape situation red catch result threat two although tension start build red,0.0,0.0,0.0,0.0,0.0,1.0
392,struggle american writer fellow american expatriate begin sordid affair among chaos discord paris france brink world war ii,0.0,0.0,0.0,0.0,1.0,1.0
393,large pathetic year old whose thought fill image one melissa lefevre shy think chance get uncool surprised rest school choose dance winter ball one surprise coolkid set fail best friend go help win heart melissa develop new look,0.0,0.0,0.0,0.0,1.0,0.0
394,fed boarding school frustrate way others plan life jr want change anything shake staid routine moment arrive stumble upon woman unconscious field decide risk take dorm look much disapproval friend decision prove fateful grow one another may keep secret,0.0,1.0,1.0,0.0,1.0,0.0
395,ghanggheng ancient winnertakeall competition around world employ spectacular feat martial art skill display order win prized golden fight prowess differ enough triumph daunting foe,0.0,0.0,0.0,0.0,1.0,1.0
396,young director get first job direct play mental hospital patient cast play fan tutte opera,1.0,0.0,0.0,0.0,1.0,1.0
397,los special crime squad lapd investigate murder young woman,0.0,0.0,1.0,1.0,0.0,1.0
398,successful veterinarian radio show host low selfesteem ask model friend impersonate handsome man want see,0.0,0.0,0.0,0.0,1.0,0.0
399,beautiful young dentist work tough british prison start become attracted violent inmate breakup marriage embark upon illicit affair terrible consequence,0.0,0.0,0.0,0.0,0.0,0.0
400,run murder man accountant encounter strange north american man name nobody prepare journey spiritual world,0.0,0.0,1.0,0.0,0.0,1.0
401,time war disease young officer try help young woman find husband,0.0,0.0,0.0,0.0,0.0,1.0
402,tough gang teenage girl look love fight turf mean street city bad girl core outrageous high school hoodlum go want create mayhem go,0.0,0.0,0.0,0.0,0.0,0.0
403,outrageous timetravel comedy follow misadventure wacky medieval knight jean faithful servant transport contemporary time senile sorcerermayhem rule thcentury visitor try adapt confusing modern world avoid stick good begin allout cosmic assault former castle luxury hotel quest return past,1.0,0.0,0.0,0.0,0.0,1.0
404,construction worker find pressure work life combine duty wife daughter leave little time approach geneticist dr owen leeds offer unusual solution problem cloning,0.0,0.0,1.0,0.0,0.0,0.0
405,catholic school newcomer fall clique teen witch wield power dare cross teacher rival meddlesome parent,1.0,0.0,0.0,0.0,1.0,1.0
406,upon take new job young lawyer assign clemency case woman convict degree murder sentence death investigate background case two begin deep friendship date execution draw nearer,0.0,1.0,1.0,1.0,0.0,0.0
407,adaptation satirical british novel plucky london society girl orphan age find new home rough relative starkadders cold takecharge attitude encouragement mischievous friend change starkadders live settle rustic estate bring backward clan date find inspiration novel process,1.0,0.0,0.0,0.0,1.0,0.0
408,hardened new cop toss badge settle life bayou wife bizarre plane crash draw fray family threaten,0.0,0.0,0.0,0.0,0.0,0.0
409,violent street gang rebel rule street gary indiana rebel shoot storekeeper give police information driveby shooting commit son former nfl star create rebel return gary little help friend destroy rebel way,0.0,0.0,1.0,1.0,1.0,0.0
410,group renegade marine commando seize stockpile chemical weapon take alcatraz tourist hostage leader demand million pay restitution family marine die covert ops – launch rocket carry vx gas san area,1.0,1.0,1.0,1.0,0.0,0.0
411,tv weatherman try get tornadohunter wife jo sign divorce paper marry girlfriend form series intense storm sweep across oklahoma plan three join team stormchasers attempt insert revolutionary measuring device heart several violent tornado,1.0,0.0,1.0,1.0,1.0,0.0
412,sexy nightclub owner moonlight mercenary one last free zone fascist united scientist wanders barb establishment get rope topsecret government plot involve biological weapon reunite old flame cora husband guerrilla fighter result plenty tense action,1.0,1.0,0.0,1.0,1.0,1.0
413,year barrier world break net cybernetics bring new vulnerability human form brainhacking highlywanted hacker know begin involve politics section group cop call investigate stop puppetmaster,0.0,0.0,1.0,0.0,0.0,1.0
414,fat lawyer find grow thinner old gypsy man place hex lawyer call upon friend organize crime help persuade gypsy lift curse time run desperate lawyer draw close death grow thin,0.0,1.0,1.0,0.0,1.0,0.0
415,evil gen sight set world domination one man stop know wd need obtain computer circuit missile plan fire team kgb agent whose father design chip try locate evil mastermind headquarters several hostage hold,0.0,0.0,0.0,0.0,0.0,1.0
416,want consolidate smalltime number racket operator one big powerful operation elder brother one smalltime operator want stay way prefer deal gangster dominate bigtime,0.0,1.0,1.0,1.0,0.0,1.0
417,ziminski astrophysicist receive message seem extraterrestrial origin discovery fire embark search determine origin transmission lead hitchcockian labyrinth paranoia intrigue,1.0,0.0,0.0,1.0,0.0,0.0
418,australian blowhard raise two orphaned child year lead wwii,1.0,0.0,0.0,1.0,0.0,1.0
419,general ripper initiate nuclear strike soviet action general buck discover war room full politician general russian diplomat try stop nuclear strike near end scene unforgettable performance slim movie career play multiple role film,1.0,0.0,0.0,0.0,1.0,1.0
420,year spend april elegant hillside villa year society artist father die englishspeaking guest brash american arrive suggest meet cocktail stand think help new nanny italian family settle tall young american drop finish school switzerland bore find amusement flirt major whose libido awaken first time since war find major admire ear,0.0,0.0,0.0,0.0,1.0,1.0
421,film set five part five season part chinese almanac story take place jianghu world martial art live western desert year leave home white woman love choose marry elder brother seek glory end agent people come wish eliminate someone wrong put touch swordsman job,0.0,0.0,0.0,0.0,1.0,1.0
422,stalingrad follow progress german brutal fighting battle stalingrad half number wipe place command sadistic captain lieutenant platoon lead men desert men platoon attempt escape city surround soviet army,1.0,1.0,0.0,0.0,0.0,1.0
423,st successor role bengallas resident superhero travel new prevent rich madman obtain three magic skull would give secret ultimate power,1.0,0.0,1.0,0.0,1.0,0.0
424,bounced job need money chance win custody child confront naked truth take system take strip conquer face unintended circumstance hound dog congressman zero sharpen shady tool fingertip include blackmail murder,1.0,0.0,1.0,0.0,0.0,1.0
425,victor cook work greasy barrestaurant mother two waitress name heavy drinking regular thing change beautiful college dropout show new waitress steal victor heart shy anything overweight dream win away,0.0,1.0,0.0,0.0,1.0,0.0
426,powell suffers affliction make grow four time normal yearold look like yearold man year tutor home convince overprotective parent send public school child ignore make jack help fifthgrade make effort win,1.0,0.0,0.0,0.0,1.0,0.0
427,young man dream pursue career music move form small village capital along way fall head heel woman woman bos pursue reason,1.0,0.0,0.0,0.0,0.0,0.0
428,cowherd skullmounted motorcycle university student meet dakar put life senegal plan make money paris,0.0,1.0,0.0,0.0,1.0,1.0
429,union soldier search food descend farm confederate family decide stay one rank wound heal war weary union captain fall mother family whose husband fight rebel son plot revenge dirty doubledealing yankee costar,0.0,1.0,0.0,0.0,1.0,1.0
430,two stranger whose path cross meet fate step take twenty year fall love sight,0.0,0.0,0.0,0.0,1.0,0.0
431,july giant alien mothership enters orbit around earth deploy several dozen saucershaped destroyer spacecraft lay waste major city planet july united conduct coordinated counterattack fail july plan devise gain access interior alien mothership space order plant nuclear missile,1.0,1.0,0.0,0.0,0.0,1.0
432,harmon american teenager arrive lush tuscan countryside sculpt family friend live beautiful villa visit four year exchange kiss italian boy hop become reacquainted,0.0,0.0,0.0,0.0,1.0,1.0
433,san pay centerfielder million lead team world series one happy supportive fan becomes bad slump career obsessed decides stop nothing help idol regain former glory murder,0.0,0.0,1.0,0.0,0.0,1.0
434,single move new apartment cable guy chip come hook let go chip overzealous desire pal try end friendship chip show dark side begin stalk leave fend one believe chip capable behavior,0.0,1.0,0.0,0.0,1.0,0.0
435,us marshall erase identity people enrol witness current assignment protect uncovered evidence weapon manufacturer work sell terrorist group discovers corrupt agent within program guard life try protect,1.0,0.0,1.0,0.0,0.0,1.0
436,star shy dr sherman klump kind brilliant challenge genetic professor beautiful join university faculty grow desperate whittle pound frame size win heart one swig experimental fatreducing serum become fasttalking pumpedup plump,1.0,0.0,0.0,0.0,1.0,0.0
437,romania young marietherese von debretsy refuse flirtatious advance husband command officer result cosmopolitan family reassign bleak dangerous outpost bulgarianromanian frontier relationship humanity test,1.0,1.0,0.0,0.0,0.0,1.0
438,group armed robber flee police head new run truck transport toxic waste spectacular explosion follow result end tunnel collapsing handful people survive explosion peril man skill knowledge lead band survivor tunnel structure collapse,1.0,1.0,1.0,1.0,0.0,1.0
439,skeleton murder predecessor find unearths many longburied secret texas border town,1.0,0.0,1.0,0.0,0.0,0.0
440,ordinary man see bright light descend sky discovers superintelligence telekinesis,0.0,0.0,1.0,0.0,1.0,0.0
441,thing tough amelia best friend move apartment cat get cancer best friend get marry cop thing help andrew frank brief romance,0.0,1.0,0.0,0.0,1.0,0.0
442,mickey freespirited new cabbie francis materialistic wall stockbroker competitive confuse woman result father influence though disagree everything one thing common exfiance franciss secret love though brother beautiful wife trigger longtime sibling rivalry,1.0,0.0,0.0,0.0,1.0,0.0
443,young lawyer defend black man accuse murder two men rap yearold daughter spark rebirth kkk,0.0,0.0,1.0,0.0,0.0,0.0
444,three story love coincidence around theme date paris,0.0,0.0,0.0,0.0,1.0,1.0
445,routine prison work detail convict chain dodge cyberhacker gunfire break attack relate steal money mafia computer file somebody want bury pair enjoy others company escape work reach alive meet woman may willing help,1.0,1.0,0.0,0.0,0.0,0.0
446,oneal rap genie protect little boy,0.0,0.0,0.0,0.0,0.0,1.0
447,controversial talk show host become involve murder beautiful woman war rating,0.0,0.0,1.0,0.0,0.0,1.0
448,tale power passion obsession set torn eastern country,1.0,1.0,0.0,1.0,0.0,1.0
449,wyn antiwar biopic farmer son poet living trawsfynydd meirionydd countryside upland compete coveted prize welsh chair national august due hold birkenhead one rare occasion hold england submit entry bardic name bless evans departs meirionydd train join royal fusilier liverpool despite initial misgiving war send fight trench flanders first welshlanguage film nominate oscar,1.0,0.0,0.0,0.0,1.0,1.0
450,bombastic womanize art dealer painter friend go seventeenthcentury villa riviera relaxing summer getaway idyll disturb presence bohemian haydée accuse “ collector ” men,0.0,0.0,0.0,0.0,1.0,1.0
451,journey american professor arrive wife helene portuguese convent expect find document need prove theory bear spain england,1.0,0.0,0.0,0.0,1.0,1.0
452,group homosexual people try live dignity selfrespect event build opening battle major gay movement,1.0,0.0,0.0,0.0,1.0,1.0
453,rich man son kidnap cooperate police try unique tactic criminal,0.0,0.0,1.0,1.0,0.0,0.0
454,story five teenage girl form unlikely bond beat teacher harass build solid friendship wild way begin get control,0.0,0.0,0.0,0.0,0.0,0.0
455,two researcher green alternative energy project put run frame murder treason,0.0,0.0,1.0,0.0,0.0,0.0
456,woodhouse congenial young lady delight meddle people ’ affair try unite men woman wrong despite interest romance clueless feeling relationship gentle,0.0,0.0,0.0,1.0,0.0,0.0
457,little son murder reason judah men return dead take revenge one one judah people face power dark angel second film base cult comic,0.0,0.0,1.0,1.0,0.0,1.0
458,professor genessier guiltstricken daughter face disfigure car accident intend rebuild daughter face via graft skin tissue need supply donor experiment,0.0,0.0,1.0,0.0,0.0,1.0
459,situation play different city new japan lover choose whether commit partner return home case people involve expartner someone permanent relationship choose,0.0,1.0,1.0,1.0,0.0,0.0
460,time cataclysmic temblor hit los turn island president view quake sign expels los country make penal colony find guilty moral crime daughter part resistance movement steal control unit doomsday weapon get tap save day,0.0,1.0,1.0,0.0,0.0,0.0
461,wash golf pro work driving range try qualify u order win heart succesful rival girlfriend,1.0,0.0,0.0,0.0,1.0,1.0
462,detective team female counterpart stop chinese drug czar,0.0,0.0,1.0,1.0,0.0,1.0
463,corky tough female ex violet concoct scheme steal million stashed mob money pin blame violet us crook boyfriend,1.0,0.0,0.0,0.0,0.0,1.0
464,altmans story riff race class power crosscuts two kidnapping background corrupt politics virtuoso jazz music take place kansa,1.0,1.0,0.0,0.0,1.0,0.0
465,pair idea affair overseen orchestrate angel send see remain romantic comedy,1.0,0.0,0.0,0.0,1.0,0.0
466,young street fighter seek revenge powerful drug lord kill entire family using many special combat skill take whole criminal operation reach goal whatever consequence,0.0,1.0,1.0,1.0,0.0,1.0
467,crime wave sweep hong police call yeoh rise star rank help stop notorious gang thief realize boyfriend discharge force leader ruthless crime ring,0.0,0.0,1.0,1.0,0.0,0.0
468,researcher chicago return south crate contain finding crate arrive museum without owner appear little inside gruesome murder cargo ship bring crate u another murder museum,0.0,0.0,1.0,0.0,0.0,0.0
469,shipwrecked sailor stumble upon mysterious island shock discover brilliant scientist lab assistant find way combine human animal dna horrific result,1.0,1.0,0.0,1.0,0.0,0.0
470,tenuous man hold civilization survival become issue light go stay several day suburbanite learn hard way man nature predatory creature longtime friend happen second day rivalry two friend simmer care sick baby mean man inhumanity man,0.0,0.0,0.0,0.0,1.0,0.0
471,undercover police officer name befriend drug dealer car thief name bid catch villainous drug lord problem keats cop real name work lapd bust moses colton sting operation lapd set,0.0,1.0,1.0,1.0,0.0,1.0
472,story young irish woman come spain escape pressure feel impending marriage political activist ireland spain take job governess wealthy family find kind political unrest fact long find attract marry man involve struggle fascism franco awaken nature bring men resolve life leave ireland,0.0,1.0,0.0,0.0,0.0,0.0
473,six year terrorize town haddonfield illinois disappear kidnap bunch evil druid protect six year escape give birth michael child run haddonfield get dr loomis help,1.0,0.0,0.0,0.0,0.0,0.0
474,shakespeare comedy gender confusion girl disguise man near count pursue woman love,1.0,0.0,0.0,0.0,0.0,0.0
475,vienna beginning twentieth century end affair meet young daughter opera violinist hears past misfortune,1.0,0.0,0.0,0.0,0.0,0.0
476,atmospheric comingofage story feature imaginative young boy name dream escape dangerous poland eve war beautiful venice,0.0,0.0,0.0,0.0,0.0,1.0
477,set rural france end algerian war immerse music sixty film follow four student friendship love francoiss best friend girl maite fall love boy fall maite outsider algerianborn frenchman flee war catalyst francois find identity,0.0,0.0,0.0,0.0,1.0,1.0
478,spain place man action like civil war go jordan join side appeal idealist era like friend give highrisk assignment mountain right time blow bridge cave,1.0,0.0,0.0,0.0,1.0,1.0
479,philadelphia heiress throw playboy husband ck marriage two year marry respectable whilst work magazine arrives lord mansion day wedding journalist photographer determine spoil thing,0.0,0.0,0.0,1.0,1.0,0.0
480,hollywood famous onscreen romantic pair silent movie mistake onscreen romance real love film transform musical perfect voice song strident voice face studio dub voice aspiring actress bring work movie fall love,0.0,0.0,0.0,0.0,1.0,1.0
481,mulligan exuberant american expatriate paris try make reputation painter friend struggle concert pianist long time associate famous french singer society woman take wing support interested art,0.0,0.0,0.0,0.0,1.0,1.0
482,shy book clerk discover fashion photographer whisk paris become reluctant model,1.0,0.0,1.0,0.0,1.0,0.0
483,fortune hunter find captivate aspire writer move building wealthy woman dime romance bloom show scene reveal past,1.0,1.0,0.0,0.0,1.0,0.0
484,retired detective suffering acrophobia investigate strange activity old friend wife become obsess,0.0,0.0,1.0,1.0,1.0,0.0
485,professional photographer lb jeff jeffries break leg get action shot auto race confine new apartment spend time look rear window observe neighbor begin suspect man across courtyard may murder wife enlist help high society fashionconsultant girlfriend visit nurse investigate,0.0,1.0,1.0,0.0,1.0,0.0
486,tie knot society aviator king westley whisk yacht king clutch jump ship wind bus head husband accept help outof work reporter give choice either stick get blow whistle ellie father either way get want juicy newspaper story,1.0,0.0,0.0,0.0,0.0,0.0
487,late century study music italy end abandon class fall love gallant couple marries move live home inherit aunt famous singer house ten year though certain see house gaslight dim every evening strange noise come attic gregory convince imagine thing meanwhile scotland inspector become sympathetic paulas plight,1.0,0.0,0.0,0.0,1.0,1.0
488,fall without know married try get divorce dizzy aunt incompetent lawyer hire professional correspondent pose lover give mimi code phrase think faux beau confuse genuine interest part act,0.0,0.0,1.0,0.0,1.0,0.0
489,advertising man mistake spy trigger crosscountry chase,1.0,0.0,0.0,1.0,0.0,0.0
490,minor clerk huge new insurance company quick way climb corporate ladder lend apartment executive place take mistress although deal aftermath visit one night leave major problem solve,0.0,1.0,1.0,1.0,0.0,0.0
491,two musician witness mob hit struggle find way city find gangster opportunity join allgirl band leave tour make getaway first disguise woman keep identity secret deal problem bring attractive bandmate determined suitor,1.0,1.0,1.0,1.0,0.0,0.0
492,fall dashing skiing holiday french discover upon return paris husband murder give chase three late husband world war ii crony tex gideon quarter million dollar quartet stole behind enemy line keep change name,0.0,0.0,1.0,0.0,1.0,1.0
493,casablanca morocco december cynical american expatriate meet former lover unforeseen complication,0.0,0.0,0.0,0.0,0.0,1.0
494,private detective take case involve three eccentric criminal gorgeous liar quest priceless statuette,0.0,0.0,1.0,1.0,0.0,0.0
495,misogynistic snobbish phonetics professor agree wager take flower girl make presentable high society,0.0,0.0,0.0,0.0,0.0,0.0
496,two son wealthy family work run family corporate empire time wife family play employ family business show work spend time entertaining marry divorce three time meanwhile young shy awkward daughter household chauffeur infatuate life know exist go two year return elegant sophisticated beautiful woman find capture attention find fall love find fall love,0.0,0.0,0.0,0.0,1.0,0.0
497,overwhelm suffocating schedule tour european princess take night rome sedative take doctor kick asleep park bench find american reporter take back apartment safety work next morning find regal identity bet editor get exclusive interview romance get way,1.0,0.0,0.0,1.0,0.0,0.0
498,year four smith daughter learn lesson life love prepare reluctant move new,0.0,1.0,0.0,0.0,0.0,0.0
499,american classic manipulative woman roguish man carry turbulent love affair american south civil war reconstruction,0.0,0.0,0.0,0.0,0.0,1.0
